source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-05-30,20260530,2026-05-31T09:00:02,14378,138001549,"{""row_count"": 138001549, ""distinct_cids"": 2767253, ""distinct_instruments"": 10453, ""distinct_positions"": 138001549, ""sum_nop"": 15806398076.9036, ""sum_units"": 14155920790.051872, ""sum_amount"": 14879184943.334, ""sum_position_pnl"": 645597326.47}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-05-30,20260530,2026-05-31T09:00:02,5440,24767941,"{""row_count"": 24767941, ""distinct_cids"": 1617289, ""distinct_instruments"": 290, ""sum_nop"": 4254932009.4508, ""sum_units"": 11504331244.483906}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-05-30,20260530,2026-05-31T09:00:02,70626,24767941,"{""row_count"": 24767941, ""distinct_positions"": 24767941, ""opened_on_date"": 14902, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 550345686364.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-05-30,20260530,2026-05-31T09:00:02,82,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-05-30,20260530,2026-05-31T09:00:02,326,16013,"{""row_count"": 16013, ""distinct_instruments"": 16013, ""sum_bid"": 22251743.410687, ""sum_ask"": 22290010.824, ""max_bid"": 11749972.59}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-05-30,20260530,2026-05-31T09:00:02,560,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 15582557.000147}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-05-30,20260530,2026-05-31T09:00:02,1907,47928264,"{""row_count"": 47928264, ""distinct_real_cids"": 47928264, ""sum_iscb_valid"": 47173377, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-05-30,20260530,2026-05-31T09:00:02,1609,47928264,"{""row_count"": 47928264, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 47920116, ""registered_real_eq_date"": 8148}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-05-30,20260530,2026-05-31T09:00:02,7316,152301,"{""row_count"": 152301, ""distinct_cids"": 152301}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-05-30,20260530,2026-05-31T09:00:02,2993,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
