source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-06-15,20260615,2026-06-16T04:00:02,8444,141719320,"{""row_count"": 141719320, ""distinct_cids"": 2774775, ""distinct_instruments"": 10510, ""distinct_positions"": 141719320, ""sum_nop"": 15515479057.5608, ""sum_units"": 14148758157.721994, ""sum_amount"": 15212850404.924, ""sum_position_pnl"": -71768885.31}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-06-15,20260615,2026-06-16T04:00:02,3462,24447689,"{""row_count"": 24447689, ""distinct_cids"": 1608778, ""distinct_instruments"": 288, ""sum_nop"": 3858854693.939, ""sum_units"": 11467399259.898396}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-06-15,20260615,2026-06-16T04:00:02,9399,24447689,"{""row_count"": 24447689, ""distinct_positions"": 24447689, ""opened_on_date"": 122817, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 550711880894.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-06-15,20260615,2026-06-16T04:00:02,1443,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-06-15,20260615,2026-06-16T04:00:02,214,16017,"{""row_count"": 16017, ""distinct_instruments"": 16017, ""sum_bid"": 21265004.166344, ""sum_ask"": 21306016.830269, ""max_bid"": 10620590.49}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-06-15,20260615,2026-06-16T04:00:02,515,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 14327080.062739}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-06-15,20260615,2026-06-16T04:00:02,922,48082941,"{""row_count"": 48082941, ""distinct_real_cids"": 48082941, ""sum_iscb_valid"": 47323544, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-06-15,20260615,2026-06-16T04:00:02,1328,48082941,"{""row_count"": 48082941, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 48073315, ""registered_real_eq_date"": 9626}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-06-15,20260615,2026-06-16T04:00:02,4053,152652,"{""row_count"": 152652, ""distinct_cids"": 152652}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-06-15,20260615,2026-06-16T04:00:02,2716,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
