source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-06-20,20260620,2026-06-21T04:00:01,9546,141575204,"{""row_count"": 141575204, ""distinct_cids"": 2791135, ""distinct_instruments"": 10522, ""distinct_positions"": 141575204, ""sum_nop"": 15241699320.8383, ""sum_units"": 14122226210.705957, ""sum_amount"": 15237688791.284, ""sum_position_pnl"": -337753016.79}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-06-20,20260620,2026-06-21T04:00:01,5304,24458557,"{""row_count"": 24458557, ""distinct_cids"": 1606560, ""distinct_instruments"": 288, ""sum_nop"": 3705672448.3287, ""sum_units"": 11455827419.90033}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-06-20,20260620,2026-06-21T04:00:01,5398,24458557,"{""row_count"": 24458557, ""distinct_positions"": 24458557, ""opened_on_date"": 7867, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 550296350486.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-06-20,20260620,2026-06-21T04:00:01,64,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-06-20,20260620,2026-06-21T04:00:01,217,16017,"{""row_count"": 16017, ""distinct_instruments"": 16017, ""sum_bid"": 21121323.888405, ""sum_ask"": 21159147.566125, ""max_bid"": 10362654.2}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-06-20,20260620,2026-06-21T04:00:01,313,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 14069964.170555}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-06-20,20260620,2026-06-21T04:00:01,1904,48153942,"{""row_count"": 48153942, ""distinct_real_cids"": 48153942, ""sum_iscb_valid"": 47393430, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-06-20,20260620,2026-06-21T04:00:01,1783,48153942,"{""row_count"": 48153942, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 48146666, ""registered_real_eq_date"": 7276}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-06-20,20260620,2026-06-21T04:00:01,6088,152485,"{""row_count"": 152485, ""distinct_cids"": 152485}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-06-20,20260620,2026-06-21T04:00:01,3032,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
