source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-06-23,20260623,2026-06-24T09:00:02,7055,142084033,"{""row_count"": 142084033, ""distinct_cids"": 2795949, ""distinct_instruments"": 10540, ""distinct_positions"": 142084033, ""sum_nop"": 15000580921.9307, ""sum_units"": 14196536670.206394, ""sum_amount"": 15287995301.754, ""sum_position_pnl"": -828495393.27}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-06-23,20260623,2026-06-24T09:00:02,2395,24410966,"{""row_count"": 24410966, ""distinct_cids"": 1604632, ""distinct_instruments"": 288, ""sum_nop"": 3577585653.3749, ""sum_units"": 11523519577.029194}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-06-23,20260623,2026-06-24T09:00:02,3218,24410966,"{""row_count"": 24410966, ""distinct_positions"": 24410966, ""opened_on_date"": 20881, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 549964070327.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-06-23,20260623,2026-06-24T09:00:02,51,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-06-23,20260623,2026-06-24T09:00:02,189,16017,"{""row_count"": 16017, ""distinct_instruments"": 16017, ""sum_bid"": 20814637.31654, ""sum_ask"": 20849274.576767, ""max_bid"": 10123472.02}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-06-23,20260623,2026-06-24T09:00:02,224,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 13810553.893701}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-06-23,20260623,2026-06-24T09:00:02,881,48182543,"{""row_count"": 48182543, ""distinct_real_cids"": 48182543, ""sum_iscb_valid"": 47421484, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-06-23,20260623,2026-06-24T09:00:02,859,48182543,"{""row_count"": 48182543, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 48170010, ""registered_real_eq_date"": 12533}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-06-23,20260623,2026-06-24T09:00:02,4261,152295,"{""row_count"": 152295, ""distinct_cids"": 152295}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-06-23,20260623,2026-06-24T09:00:02,2133,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
Apex_Enrolment_optout_general,"Apex UserProgramEnrolment + History — opt-out (UserProgramID=2, status=2)",Exactly what #opt_out_general selects,2026-06-23,20260623,2026-06-24T09:00:02,18976,1598557,"{""row_count"": 1598557, ""distinct_gcids"": 1598557}"
Apex_Enrolment_optin_ETH,"Apex UserProgramEnrolment + History — opt-in ETH (UserProgramID=3, status=1)",Exactly what #opt_in_ETH selects,2026-06-23,20260623,2026-06-24T09:00:02,18843,369591,"{""row_count"": 369591, ""distinct_gcids"": 369591}"
BI_DB_Client_Balance_CID_Level_New,BI_DB_dbo.BI_DB_Client_Balance_CID_Level_New @ @dateid,TanganyStatus patch source (UPDATE after #fsc),2026-06-23,20260623,2026-06-24T09:00:02,717,6913425,"{""row_count"": 6913425, ""distinct_cids"": 6912782, ""distinct_tangany_values"": 6, ""sum_total_real_crypto"": 5285672149.05, ""sum_position_pnl_crypto_real"": -1792003495.24}"
Dim_Range,DWH_dbo.Dim_Range,Anchors @DateID -> DateRangeID join used in #fsc,2026-06-23,20260623,2026-06-24T09:00:02,428,1331164,"{""row_count"": 1331164, ""max_id"": 202606231231}"
Dim_Regulation,DWH_dbo.Dim_Regulation,INNER joined in #fsc,2026-06-23,20260623,2026-06-24T09:00:02,31,15,"{""row_count"": 15, ""max_id"": 14}"
Dim_Label,DWH_dbo.Dim_Label,INNER joined in #fsc,2026-06-23,20260623,2026-06-24T09:00:02,123,26,"{""row_count"": 26, ""max_id"": 31}"
Dim_MifidCategorization,DWH_dbo.Dim_MifidCategorization,INNER joined in #fsc,2026-06-23,20260623,2026-06-24T09:00:02,30,6,"{""row_count"": 6, ""max_id"": 5}"
Dim_AccountType,DWH_dbo.Dim_AccountType,INNER joined in #fsc,2026-06-23,20260623,2026-06-24T09:00:02,30,19,"{""row_count"": 19, ""max_id"": 18}"
Dim_PlayerLevel,DWH_dbo.Dim_PlayerLevel,INNER joined in #fsc,2026-06-23,20260623,2026-06-24T09:00:02,44,8,"{""row_count"": 8, ""max_id"": 7}"
