source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-06-02,20260602,2026-06-03T09:00:03,15783,138386698,"{""row_count"": 138386698, ""distinct_cids"": 2768901, ""distinct_instruments"": 10455, ""distinct_positions"": 138386698, ""sum_nop"": 15527550390.6839, ""sum_units"": 14118208543.147232, ""sum_amount"": 14954776638.284, ""sum_position_pnl"": 266175017.11}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-06-02,20260602,2026-06-03T09:00:03,3087,24402953,"{""row_count"": 24402953, ""distinct_cids"": 1615036, ""distinct_instruments"": 290, ""sum_nop"": 3870671585.2094, ""sum_units"": 11452009628.416197}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-06-02,20260602,2026-06-03T09:00:03,277842,24402953,"{""row_count"": 24402953, ""distinct_positions"": 24402953, ""opened_on_date"": 63979, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 548979219571.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-06-02,20260602,2026-06-03T09:00:03,66,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-06-02,20260602,2026-06-03T09:00:03,257,16013,"{""row_count"": 16013, ""distinct_instruments"": 16013, ""sum_bid"": 21111243.049428, ""sum_ask"": 21151336.459956, ""max_bid"": 10664217.2}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-06-02,20260602,2026-06-03T09:00:03,459,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 14370201.631736}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-06-02,20260602,2026-06-03T09:00:03,1009,47963937,"{""row_count"": 47963937, ""distinct_real_cids"": 47963937, ""sum_iscb_valid"": 47207897, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-06-02,20260602,2026-06-03T09:00:03,1201,47963937,"{""row_count"": 47963937, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 47951049, ""registered_real_eq_date"": 12888}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-06-02,20260602,2026-06-03T09:00:03,6359,152272,"{""row_count"": 152272, ""distinct_cids"": 152272}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-06-02,20260602,2026-06-03T09:00:03,4568,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
