source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-05-29,20260529,2026-05-30T09:00:02,9165,138000793,"{""row_count"": 138000793, ""distinct_cids"": 2767072, ""distinct_instruments"": 10453, ""distinct_positions"": 138000793, ""sum_nop"": 15777917561.2941, ""sum_units"": 14143402487.908531, ""sum_amount"": 14877924071.974, ""sum_position_pnl"": 619123554.83}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-05-29,20260529,2026-05-30T09:00:02,3397,24767535,"{""row_count"": 24767535, ""distinct_cids"": 1616962, ""distinct_instruments"": 290, ""sum_nop"": 4226862515.3129, ""sum_units"": 11491843062.133448}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-05-29,20260529,2026-05-30T09:00:02,12609,24767535,"{""row_count"": 24767535, ""distinct_positions"": 24767535, ""opened_on_date"": 22556, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 550230633457.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-05-29,20260529,2026-05-30T09:00:02,72,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-05-29,20260529,2026-05-30T09:00:02,301,16013,"{""row_count"": 16013, ""distinct_instruments"": 16013, ""sum_bid"": 22146902.696335, ""sum_ask"": 22183699.547643, ""max_bid"": 11685639.02}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-05-29,20260529,2026-05-30T09:00:02,408,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 15478204.154695}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-05-29,20260529,2026-05-30T09:00:02,1763,47920116,"{""row_count"": 47920116, ""distinct_real_cids"": 47920116, ""sum_iscb_valid"": 47165377, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-05-29,20260529,2026-05-30T09:00:02,1409,47920116,"{""row_count"": 47920116, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 47910809, ""registered_real_eq_date"": 9307}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-05-29,20260529,2026-05-30T09:00:02,4296,152279,"{""row_count"": 152279, ""distinct_cids"": 152279}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-05-29,20260529,2026-05-30T09:00:02,2315,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
Apex_Enrolment_optout_general,"Apex UserProgramEnrolment + History — opt-out (UserProgramID=2, status=2)",Exactly what #opt_out_general selects,2026-05-29,20260529,2026-05-30T09:00:02,13837,1512914,"{""row_count"": 1512914, ""distinct_gcids"": 1512914}"
Apex_Enrolment_optin_ETH,"Apex UserProgramEnrolment + History — opt-in ETH (UserProgramID=3, status=1)",Exactly what #opt_in_ETH selects,2026-05-29,20260529,2026-05-30T09:00:02,14631,362344,"{""row_count"": 362344, ""distinct_gcids"": 362344}"
BI_DB_Client_Balance_CID_Level_New,BI_DB_dbo.BI_DB_Client_Balance_CID_Level_New @ @dateid,TanganyStatus patch source (UPDATE after #fsc),2026-05-29,20260529,2026-05-30T09:00:02,525,6855572,"{""row_count"": 6855572, ""distinct_cids"": 6854948, ""distinct_tangany_values"": 6, ""sum_total_real_crypto"": 5277850527.15, ""sum_position_pnl_crypto_real"": -1153107161.26}"
Dim_Range,DWH_dbo.Dim_Range,Anchors @DateID -> DateRangeID join used in #fsc,2026-05-29,20260529,2026-05-30T09:00:02,479,1327115,"{""row_count"": 1327115, ""max_id"": 202605291231}"
Dim_Regulation,DWH_dbo.Dim_Regulation,INNER joined in #fsc,2026-05-29,20260529,2026-05-30T09:00:02,44,15,"{""row_count"": 15, ""max_id"": 14}"
Dim_Label,DWH_dbo.Dim_Label,INNER joined in #fsc,2026-05-29,20260529,2026-05-30T09:00:02,163,26,"{""row_count"": 26, ""max_id"": 31}"
Dim_MifidCategorization,DWH_dbo.Dim_MifidCategorization,INNER joined in #fsc,2026-05-29,20260529,2026-05-30T09:00:02,40,6,"{""row_count"": 6, ""max_id"": 5}"
Dim_AccountType,DWH_dbo.Dim_AccountType,INNER joined in #fsc,2026-05-29,20260529,2026-05-30T09:00:02,50,19,"{""row_count"": 19, ""max_id"": 18}"
Dim_PlayerLevel,DWH_dbo.Dim_PlayerLevel,INNER joined in #fsc,2026-05-29,20260529,2026-05-30T09:00:02,43,8,"{""row_count"": 8, ""max_id"": 7}"
Dim_PlayerStatus,DWH_dbo.Dim_PlayerStatus,INNER joined in #fsc,2026-05-29,20260529,2026-05-30T09:00:02,45,16,"{""row_count"": 16, ""max_id"": 15}"
Dim_Country,DWH_dbo.Dim_Country,INNER joined in #fsc,2026-05-29,20260529,2026-05-30T09:00:02,42,251,"{""row_count"": 251, ""max_id"": 250}"
TARGET_BI_DB_Crypto_NOP,BI_DB_dbo.BI_DB_Crypto_NOP @ @date  (the SP's INSERT target — instrument level),What ended up in the table for @date as of this poll,2026-05-29,20260529,2026-05-30T09:00:02,417,204674,"{""row_count"": 204674, ""distinct_instruments"": 290, ""sum_total_nop"": 4226862515.3129, ""sum_real_nop"": 4127874897.5214, ""sum_cfd_nop"": 98987617.7915, ""sum_total_units"": 11491843062.133448, ""max_update_date"": ""2026-05-30T03:41:00""}"
TARGET_BI_DB_Crypto_NOP_CID,BI_DB_dbo.BI_DB_Crypto_NOP_CID @ @date  (the SP's INSERT target — CID level),What ended up in the table for @date as of this poll,2026-05-29,20260529,2026-05-30T09:00:02,733,5152438,"{""row_count"": 5152438, ""distinct_cids"": 1616962, ""sum_total_nop"": 4226862515.3129, ""sum_equity_real"": 4124747636.81, ""distinct_tangany_values"": 5, ""max_update_date"": ""2026-05-30T03:40:02""}"
SP_Crypto_NOP_run_history,BI_DB_dbo.DataSolutionsProcessesStatus — SP_Crypto_NOP runs for @dateid,Number of runs and most-recent timestamps for @dateid,2026-05-29,20260529,2026-05-30T09:00:02,181,2,"{""row_count"": 2, ""start_count"": 1, ""complete_count"": 1, ""last_event_ts"": ""2026-05-30T03:41:02""}"
