source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-05-28,20260528,2026-05-29T04:00:02,8426,138466170,"{""row_count"": 138466170, ""distinct_cids"": 2768263, ""distinct_instruments"": 10446, ""distinct_positions"": 138466170, ""sum_nop"": 15714908499.253, ""sum_units"": 14228010413.227053, ""sum_amount"": 14891444869.604, ""sum_position_pnl"": 554998211.51}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-05-28,20260528,2026-05-29T04:00:02,967,24885563,"{""row_count"": 24885563, ""distinct_cids"": 1617024, ""distinct_instruments"": 290, ""sum_nop"": 4207890431.3284, ""sum_units"": 11574509335.349447}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-05-28,20260528,2026-05-29T04:00:02,4699,24885563,"{""row_count"": 24885563, ""distinct_positions"": 24885563, ""opened_on_date"": 45139, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 551061213696.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-05-28,20260528,2026-05-29T04:00:02,66,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-05-28,20260528,2026-05-29T04:00:02,210,16013,"{""row_count"": 16013, ""distinct_instruments"": 16013, ""sum_bid"": 22239152.097812, ""sum_ask"": 22278820.407875, ""max_bid"": 11708564.37}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-05-28,20260528,2026-05-29T04:00:02,288,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 15614013.638358}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-05-28,20260528,2026-05-29T04:00:02,2099,47910809,"{""row_count"": 47910809, ""distinct_real_cids"": 47910809, ""sum_iscb_valid"": 47156532, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-05-28,20260528,2026-05-29T04:00:02,601,47910809,"{""row_count"": 47910809, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 47901396, ""registered_real_eq_date"": 9413}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-05-28,20260528,2026-05-29T04:00:02,4511,152275,"{""row_count"": 152275, ""distinct_cids"": 152275}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-05-28,20260528,2026-05-29T04:00:02,2348,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
Apex_Enrolment_optout_general,"Apex UserProgramEnrolment + History — opt-out (UserProgramID=2, status=2)",Exactly what #opt_out_general selects,2026-05-28,20260528,2026-05-29T04:00:02,16107,1508813,"{""row_count"": 1508813, ""distinct_gcids"": 1508813}"
Apex_Enrolment_optin_ETH,"Apex UserProgramEnrolment + History — opt-in ETH (UserProgramID=3, status=1)",Exactly what #opt_in_ETH selects,2026-05-28,20260528,2026-05-29T04:00:02,16214,362059,"{""row_count"": 362059, ""distinct_gcids"": 362059}"
BI_DB_Client_Balance_CID_Level_New,BI_DB_dbo.BI_DB_Client_Balance_CID_Level_New @ @dateid,TanganyStatus patch source (UPDATE after #fsc),2026-05-28,20260528,2026-05-29T04:00:02,597,6854064,"{""row_count"": 6854064, ""distinct_cids"": 6853458, ""distinct_tangany_values"": 6, ""sum_total_real_crypto"": 5283881754.77, ""sum_position_pnl_crypto_real"": -1178370801.87}"
Dim_Range,DWH_dbo.Dim_Range,Anchors @DateID -> DateRangeID join used in #fsc,2026-05-28,20260528,2026-05-29T04:00:02,491,1326966,"{""row_count"": 1326966, ""max_id"": 202605281231}"
Dim_Regulation,DWH_dbo.Dim_Regulation,INNER joined in #fsc,2026-05-28,20260528,2026-05-29T04:00:02,44,15,"{""row_count"": 15, ""max_id"": 14}"
Dim_Label,DWH_dbo.Dim_Label,INNER joined in #fsc,2026-05-28,20260528,2026-05-29T04:00:02,160,26,"{""row_count"": 26, ""max_id"": 31}"
Dim_MifidCategorization,DWH_dbo.Dim_MifidCategorization,INNER joined in #fsc,2026-05-28,20260528,2026-05-29T04:00:02,44,6,"{""row_count"": 6, ""max_id"": 5}"
Dim_AccountType,DWH_dbo.Dim_AccountType,INNER joined in #fsc,2026-05-28,20260528,2026-05-29T04:00:02,38,19,"{""row_count"": 19, ""max_id"": 18}"
Dim_PlayerLevel,DWH_dbo.Dim_PlayerLevel,INNER joined in #fsc,2026-05-28,20260528,2026-05-29T04:00:02,40,8,"{""row_count"": 8, ""max_id"": 7}"
Dim_PlayerStatus,DWH_dbo.Dim_PlayerStatus,INNER joined in #fsc,2026-05-28,20260528,2026-05-29T04:00:02,41,16,"{""row_count"": 16, ""max_id"": 15}"
Dim_Country,DWH_dbo.Dim_Country,INNER joined in #fsc,2026-05-28,20260528,2026-05-29T04:00:02,40,251,"{""row_count"": 251, ""max_id"": 250}"
TARGET_BI_DB_Crypto_NOP,BI_DB_dbo.BI_DB_Crypto_NOP @ @date  (the SP's INSERT target — instrument level),What ended up in the table for @date as of this poll,2026-05-28,20260528,2026-05-29T04:00:02,245,204597,"{""row_count"": 204597, ""distinct_instruments"": 290, ""sum_total_nop"": 4207890431.3284, ""sum_real_nop"": 4108644132.374, ""sum_cfd_nop"": 99246298.9544, ""sum_total_units"": 11574509335.349447, ""max_update_date"": ""2026-05-29T03:34:04""}"
TARGET_BI_DB_Crypto_NOP_CID,BI_DB_dbo.BI_DB_Crypto_NOP_CID @ @date  (the SP's INSERT target — CID level),What ended up in the table for @date as of this poll,2026-05-28,20260528,2026-05-29T04:00:02,1250,5154387,"{""row_count"": 5154387, ""distinct_cids"": 1617024, ""sum_total_nop"": 4207890431.3284, ""sum_equity_real"": 4105515334.15, ""distinct_tangany_values"": 5, ""max_update_date"": ""2026-05-29T03:33:25""}"
SP_Crypto_NOP_run_history,BI_DB_dbo.DataSolutionsProcessesStatus — SP_Crypto_NOP runs for @dateid,Number of runs and most-recent timestamps for @dateid,2026-05-28,20260528,2026-05-29T04:00:02,179,2,"{""row_count"": 2, ""start_count"": 1, ""complete_count"": 1, ""last_event_ts"": ""2026-05-29T03:34:06""}"
