source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-06-01,20260601,2026-06-02T04:00:03,7811,138369484,"{""row_count"": 138369484, ""distinct_cids"": 2768634, ""distinct_instruments"": 10451, ""distinct_positions"": 138369484, ""sum_nop"": 15780697220.956, ""sum_units"": 14116984565.597965, ""sum_amount"": 14933278453.654, ""sum_position_pnl"": 523659160.05}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-06-01,20260601,2026-06-02T04:00:03,3674,24644901,"{""row_count"": 24644901, ""distinct_cids"": 1615606, ""distinct_instruments"": 289, ""sum_nop"": 4148695759.26, ""sum_units"": 11467384163.614382}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-06-01,20260601,2026-06-02T04:00:03,8025,24644901,"{""row_count"": 24644901, ""distinct_positions"": 24644901, ""opened_on_date"": 37351, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 549393939496.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-06-01,20260601,2026-06-02T04:00:03,1954,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-06-01,20260601,2026-06-02T04:00:03,226,16013,"{""row_count"": 16013, ""distinct_instruments"": 16013, ""sum_bid"": 21875941.27025, ""sum_ask"": 21915775.498901, ""max_bid"": 11385061.89}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-06-01,20260601,2026-06-02T04:00:03,620,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 15130797.710901}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-06-01,20260601,2026-06-02T04:00:03,1811,47951049,"{""row_count"": 47951049, ""distinct_real_cids"": 47951049, ""sum_iscb_valid"": 47195507, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-06-01,20260601,2026-06-02T04:00:03,1213,47951049,"{""row_count"": 47951049, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 47938840, ""registered_real_eq_date"": 12209}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-06-01,20260601,2026-06-02T04:00:03,5223,152280,"{""row_count"": 152280, ""distinct_cids"": 152280}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-06-01,20260601,2026-06-02T04:00:03,2358,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
Apex_Enrolment_optout_general,"Apex UserProgramEnrolment + History — opt-out (UserProgramID=2, status=2)",Exactly what #opt_out_general selects,2026-06-01,20260601,2026-06-02T04:00:03,20774,1526012,"{""row_count"": 1526012, ""distinct_gcids"": 1526012}"
Apex_Enrolment_optin_ETH,"Apex UserProgramEnrolment + History — opt-in ETH (UserProgramID=3, status=1)",Exactly what #opt_in_ETH selects,2026-06-01,20260601,2026-06-02T04:00:03,23560,363145,"{""row_count"": 363145, ""distinct_gcids"": 363145}"
BI_DB_Client_Balance_CID_Level_New,BI_DB_dbo.BI_DB_Client_Balance_CID_Level_New @ @dateid,TanganyStatus patch source (UPDATE after #fsc),2026-06-01,20260601,2026-06-02T04:00:03,207,0,"{""row_count"": 0, ""distinct_cids"": 0, ""distinct_tangany_values"": 0, ""sum_total_real_crypto"": 0.0, ""sum_position_pnl_crypto_real"": 0.0}"
Dim_Range,DWH_dbo.Dim_Range,Anchors @DateID -> DateRangeID join used in #fsc,2026-06-01,20260601,2026-06-02T04:00:03,505,1327568,"{""row_count"": 1327568, ""max_id"": 202606011231}"
Dim_Regulation,DWH_dbo.Dim_Regulation,INNER joined in #fsc,2026-06-01,20260601,2026-06-02T04:00:03,45,15,"{""row_count"": 15, ""max_id"": 14}"
Dim_Label,DWH_dbo.Dim_Label,INNER joined in #fsc,2026-06-01,20260601,2026-06-02T04:00:03,165,26,"{""row_count"": 26, ""max_id"": 31}"
Dim_MifidCategorization,DWH_dbo.Dim_MifidCategorization,INNER joined in #fsc,2026-06-01,20260601,2026-06-02T04:00:03,47,6,"{""row_count"": 6, ""max_id"": 5}"
Dim_AccountType,DWH_dbo.Dim_AccountType,INNER joined in #fsc,2026-06-01,20260601,2026-06-02T04:00:03,41,19,"{""row_count"": 19, ""max_id"": 18}"
Dim_PlayerLevel,DWH_dbo.Dim_PlayerLevel,INNER joined in #fsc,2026-06-01,20260601,2026-06-02T04:00:03,39,8,"{""row_count"": 8, ""max_id"": 7}"
