source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-06-27,20260627,2026-06-28T04:00:02,6322,142895291,"{""row_count"": 142895291, ""distinct_cids"": 2800714, ""distinct_instruments"": 10550, ""distinct_positions"": 142895291, ""sum_nop"": 14648060897.3778, ""sum_units"": 14267313541.184587, ""sum_amount"": 15317947074.844, ""sum_position_pnl"": -1113458796.44}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-06-27,20260627,2026-06-28T04:00:02,1760,24377520,"{""row_count"": 24377520, ""distinct_cids"": 1604337, ""distinct_instruments"": 289, ""sum_nop"": 3423926132.2205, ""sum_units"": 11604153076.187805}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-06-27,20260627,2026-06-28T04:00:02,12155,24377520,"{""row_count"": 24377520, ""distinct_positions"": 24377520, ""opened_on_date"": 10587, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 550352857031.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-06-27,20260627,2026-06-28T04:00:02,83,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-06-27,20260627,2026-06-28T04:00:02,212,16017,"{""row_count"": 16017, ""distinct_instruments"": 16017, ""sum_bid"": 20321201.162783, ""sum_ask"": 20355878.527473, ""max_bid"": 9693861.02}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-06-27,20260627,2026-06-28T04:00:02,275,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 13391097.111221}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-06-27,20260627,2026-06-28T04:00:02,2023,48217983,"{""row_count"": 48217983, ""distinct_real_cids"": 48217983, ""sum_iscb_valid"": 47456266, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-06-27,20260627,2026-06-28T04:00:02,733,48217983,"{""row_count"": 48217983, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 48211461, ""registered_real_eq_date"": 6522}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-06-27,20260627,2026-06-28T04:00:02,2907,152296,"{""row_count"": 152296, ""distinct_cids"": 152296}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-06-27,20260627,2026-06-28T04:00:02,3134,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
Apex_Enrolment_optout_general,"Apex UserProgramEnrolment + History — opt-out (UserProgramID=2, status=2)",Exactly what #opt_out_general selects,2026-06-27,20260627,2026-06-28T04:00:02,18587,1611979,"{""row_count"": 1611979, ""distinct_gcids"": 1611979}"
Apex_Enrolment_optin_ETH,"Apex UserProgramEnrolment + History — opt-in ETH (UserProgramID=3, status=1)",Exactly what #opt_in_ETH selects,2026-06-27,20260627,2026-06-28T04:00:02,21507,370372,"{""row_count"": 370372, ""distinct_gcids"": 370372}"
BI_DB_Client_Balance_CID_Level_New,BI_DB_dbo.BI_DB_Client_Balance_CID_Level_New @ @dateid,TanganyStatus patch source (UPDATE after #fsc),2026-06-27,20260627,2026-06-28T04:00:02,516,6921734,"{""row_count"": 6921734, ""distinct_cids"": 6921407, ""distinct_tangany_values"": 6, ""sum_total_real_crypto"": 5290450311.79, ""sum_position_pnl_crypto_real"": -1946113846.63}"
Dim_Range,DWH_dbo.Dim_Range,Anchors @DateID -> DateRangeID join used in #fsc,2026-06-27,20260627,2026-06-28T04:00:02,469,1331869,"{""row_count"": 1331869, ""max_id"": 202606271231}"
Dim_Regulation,DWH_dbo.Dim_Regulation,INNER joined in #fsc,2026-06-27,20260627,2026-06-28T04:00:02,33,15,"{""row_count"": 15, ""max_id"": 14}"
Dim_Label,DWH_dbo.Dim_Label,INNER joined in #fsc,2026-06-27,20260627,2026-06-28T04:00:02,138,26,"{""row_count"": 26, ""max_id"": 31}"
Dim_MifidCategorization,DWH_dbo.Dim_MifidCategorization,INNER joined in #fsc,2026-06-27,20260627,2026-06-28T04:00:02,179,6,"{""row_count"": 6, ""max_id"": 5}"
Dim_AccountType,DWH_dbo.Dim_AccountType,INNER joined in #fsc,2026-06-27,20260627,2026-06-28T04:00:02,68,19,"{""row_count"": 19, ""max_id"": 18}"
Dim_PlayerLevel,DWH_dbo.Dim_PlayerLevel,INNER joined in #fsc,2026-06-27,20260627,2026-06-28T04:00:02,64,8,"{""row_count"": 8, ""max_id"": 7}"
Dim_PlayerStatus,DWH_dbo.Dim_PlayerStatus,INNER joined in #fsc,2026-06-27,20260627,2026-06-28T04:00:02,32,16,"{""row_count"": 16, ""max_id"": 15}"
Dim_Country,DWH_dbo.Dim_Country,INNER joined in #fsc,2026-06-27,20260627,2026-06-28T04:00:02,41,251,"{""row_count"": 251, ""max_id"": 250}"
TARGET_BI_DB_Crypto_NOP,BI_DB_dbo.BI_DB_Crypto_NOP @ @date  (the SP's INSERT target — instrument level),What ended up in the table for @date as of this poll,2026-06-27,20260627,2026-06-28T04:00:02,606,202671,"{""row_count"": 202671, ""distinct_instruments"": 289, ""sum_total_nop"": 3423926132.2205, ""sum_real_nop"": 3347441669.6135, ""sum_cfd_nop"": 76484462.607, ""sum_total_units"": 11604153076.187805, ""max_update_date"": ""2026-06-28T03:44:22""}"
TARGET_BI_DB_Crypto_NOP_CID,BI_DB_dbo.BI_DB_Crypto_NOP_CID @ @date  (the SP's INSERT target — CID level),What ended up in the table for @date as of this poll,2026-06-27,20260627,2026-06-28T04:00:02,1917,5100475,"{""row_count"": 5100475, ""distinct_cids"": 1604337, ""sum_total_nop"": 3423926132.2205, ""sum_equity_real"": 3344336568.05, ""distinct_tangany_values"": 5, ""max_update_date"": ""2026-06-28T03:43:36""}"
SP_Crypto_NOP_run_history,BI_DB_dbo.DataSolutionsProcessesStatus — SP_Crypto_NOP runs for @dateid,Number of runs and most-recent timestamps for @dateid,2026-06-27,20260627,2026-06-28T04:00:02,211,2,"{""row_count"": 2, ""start_count"": 1, ""complete_count"": 1, ""last_event_ts"": ""2026-06-28T03:44:25""}"
