source_id,source_label,scope,target_date,target_dateid,poll_at_utc,elapsed_ms,row_count,fingerprint_json
BI_DB_PositionPnL,BI_DB_dbo.BI_DB_PositionPnL,WHERE DateID = @dateid (crypto + non-crypto; SP filters crypto downstream),2026-06-18,20260618,2026-06-19T09:00:02,10769,141583142,"{""row_count"": 141583142, ""distinct_cids"": 2790406, ""distinct_instruments"": 10526, ""distinct_positions"": 141583142, ""sum_nop"": 15200838943.8599, ""sum_units"": 14121167445.240616, ""sum_amount"": 15239245254.254, ""sum_position_pnl"": -386198043.28}"
BI_DB_PositionPnL_crypto_only,BI_DB_dbo.BI_DB_PositionPnL (joined to crypto Dim_Instrument),Exactly what #pnl_posDist produces in the SP,2026-06-18,20260618,2026-06-19T09:00:02,4277,24464117,"{""row_count"": 24464117, ""distinct_cids"": 1606550, ""distinct_instruments"": 289, ""sum_nop"": 3656828321.1036, ""sum_units"": 11435742905.805918}"
Dim_Position_matched_to_crypto_PnL,DWH_dbo.Dim_Position (intersected with crypto PositionPnL @dateid),Mirrors the SP's #pos join: only positions whose PositionID is in crypto PositionPnL @dateid AND satisfy OpenDateID <= @dateid AND (CloseDateID > @dateid OR CloseDateID = 0),2026-06-18,20260618,2026-06-19T09:00:02,386036,24464117,"{""row_count"": 24464117, ""distinct_positions"": 24464117, ""opened_on_date"": 20921, ""closed_on_date"": 0, ""sum_initial_amount_cents"": 550322037203.0}"
Dim_Instrument_crypto,DWH_dbo.Dim_Instrument (InstrumentTypeID = 10),All-time crypto instruments referenced by the SP,2026-06-18,20260618,2026-06-19T09:00:02,66,823,"{""row_count"": 823, ""max_instrument_id"": 228002, ""distinct_buy_currencies"": 706, ""distinct_sell_currencies"": 24}"
Fact_CurrencyPriceWithSplit,DWH_dbo.Fact_CurrencyPriceWithSplit,WHERE OccurredDateID = @dateid (drives EOD_Bid_Price),2026-06-18,20260618,2026-06-19T09:00:02,213,16017,"{""row_count"": 16017, ""distinct_instruments"": 16017, ""sum_bid"": 20802265.498033, ""sum_ask"": 20842811.412887, ""max_bid"": 10142195.67}"
Fact_CurrencyPriceWithSplit_crypto,DWH_dbo.Fact_CurrencyPriceWithSplit (joined to crypto Dim_Instrument),Subset actually used in #NOP_1/#NOP_2 inner join,2026-06-18,20260618,2026-06-19T09:00:02,321,795,"{""row_count"": 795, ""distinct_instruments"": 795, ""sum_bid"": 13739472.295812}"
Fact_SnapshotCustomer,DWH_dbo.Fact_SnapshotCustomer @ @dateid (via Dim_Range),Exactly what #fsc selects,2026-06-18,20260618,2026-06-19T09:00:02,1982,48135887,"{""row_count"": 48135887, ""distinct_real_cids"": 48135887, ""sum_iscb_valid"": 47375649, ""dlt_user_count"": 98461}"
Dim_Customer,"DWH_dbo.Dim_Customer (TanganyStatusID, RegisteredReal)",Full table size + Tangany distribution + registrations <= @date,2026-06-18,20260618,2026-06-19T09:00:02,2283,48135887,"{""row_count"": 48135887, ""distinct_tangany_statuses"": 6, ""registered_real_le_date"": 48123573, ""registered_real_eq_date"": 12314}"
V_GermanBaFin,BI_DB_dbo.V_GermanBaFin @ @dateid,WHERE DateID = @dateid (drives IsGermanBaFin flag),2026-06-18,20260618,2026-06-19T09:00:02,9558,152511,"{""row_count"": 152511, ""distinct_cids"": 152511}"
External_TanganyStatus_dict,BI_DB_dbo.External_UserApiDB_Dictionary_TanganyStatus,Tangany status lookup (full table),2026-06-18,20260618,2026-06-19T09:00:02,2372,6,"{""row_count"": 6, ""max_id"": 6, ""distinct_names"": 6}"
