wiki_path,synapse_schema,wiki_stem,matched_uc_full_name,match_confidence
knowledge/synapse/Wiki/BI_DB_dbo/Functions/DateToDateID.md,BI_DB_dbo,DateToDateID,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_AUM_OptionsPlatform.md,BI_DB_dbo,Function_AUM_OptionsPlatform,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_MoM.md,BI_DB_dbo,Function_DDR_Aggregation_MoM,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisMonth.md,BI_DB_dbo,Function_DDR_Aggregation_ThisMonth,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisQuarter.md,BI_DB_dbo,Function_DDR_Aggregation_ThisQuarter,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisWeek.md,BI_DB_dbo,Function_DDR_Aggregation_ThisWeek,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_ThisYear.md,BI_DB_dbo,Function_DDR_Aggregation_ThisYear,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_Yesterday.md,BI_DB_dbo,Function_DDR_Aggregation_Yesterday,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_DDR_Aggregation_YoY.md,BI_DB_dbo,Function_DDR_Aggregation_YoY,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Conversion_Rates.md,BI_DB_dbo,Function_Instrument_Conversion_Rates,main.etoro_kpi_prep.v_instrument_conversion_rates_dwh,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Instrument_Snapshot_Enriched.md,BI_DB_dbo,Function_Instrument_Snapshot_Enriched,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_First_Deposit_All_Platforms.md,BI_DB_dbo,Function_MIMO_First_Deposit_All_Platforms,main.etoro_kpi_prep.v_mimo_first_deposit_all_platforms,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_MIMO_Options_Platform.md,BI_DB_dbo,Function_MIMO_Options_Platform,main.etoro_kpi_prep.v_mimo_options_platform,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_PnL_Single_Day.md,BI_DB_dbo,Function_PnL_Single_Day,main.etoro_kpi_prep.v_pnl_single_day,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Active_Traders.md,BI_DB_dbo,Function_Population_Active_Traders,main.etoro_kpi_prep.v_population_active_traders,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Balance_Only_Accounts.md,BI_DB_dbo,Function_Population_Balance_Only_Accounts,main.etoro_kpi_prep.v_population_balance_only_accounts,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_First_Time_Funded.md,BI_DB_dbo,Function_Population_First_Time_Funded,main.etoro_kpi_prep.v_population_first_time_funded,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_First_Trading_Action.md,BI_DB_dbo,Function_Population_First_Trading_Action,main.etoro_kpi_prep.v_population_first_trading_action,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Funded.md,BI_DB_dbo,Function_Population_Funded,main.etoro_kpi_prep.v_population_funded,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_OTD_DateRange.md,BI_DB_dbo,Function_Population_OTD_DateRange,main.etoro_kpi_prep.v_population_otd_daterange,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Population_Portfolio_Only.md,BI_DB_dbo,Function_Population_Portfolio_Only,main.etoro_kpi_prep.v_population_portfolio_only,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_AdminFee.md,BI_DB_dbo,Function_Revenue_AdminFee,main.etoro_kpi_prep.v_revenue_adminfee,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CashoutFee_ExcludeRedeem.md,BI_DB_dbo,Function_Revenue_CashoutFee_ExcludeRedeem,main.etoro_kpi_prep.v_revenue_cashoutfee_excluderedeem,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CashoutFee_IncRedeem.md,BI_DB_dbo,Function_Revenue_CashoutFee_IncRedeem,main.etoro_kpi_prep.v_revenue_cashoutfee_incredeem,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Commissions.md,BI_DB_dbo,Function_Revenue_Commissions,main.etoro_kpi_prep.v_revenue_commission,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_ConversionFee.md,BI_DB_dbo,Function_Revenue_ConversionFee,main.etoro_kpi_prep.v_revenue_conversionfee,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_ConversionFee_WithPositionData.md,BI_DB_dbo,Function_Revenue_ConversionFee_WithPositionData,main.etoro_kpi_prep.v_revenue_conversionfee_withpositiondata,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_CryptoToFiat_C2F.md,BI_DB_dbo,Function_Revenue_CryptoToFiat_C2F,main.etoro_kpi_prep.v_revenue_cryptotofiat_c2f,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Dividend.md,BI_DB_dbo,Function_Revenue_Dividend,main.etoro_kpi_prep.v_revenue_dividend,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_DormantFee.md,BI_DB_dbo,Function_Revenue_DormantFee,main.etoro_kpi_prep.v_revenue_dormantfee,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_FullCommissions.md,BI_DB_dbo,Function_Revenue_FullCommissions,main.etoro_kpi_prep.v_revenue_fullcommission,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_InterestFee.md,BI_DB_dbo,Function_Revenue_InterestFee,main.etoro_kpi_prep.v_revenue_interestfee,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_OptionsPlatform.md,BI_DB_dbo,Function_Revenue_OptionsPlatform,main.etoro_kpi_prep.v_revenue_optionsplatform,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_RolloverFee.md,BI_DB_dbo,Function_Revenue_RolloverFee,main.etoro_kpi_prep.v_revenue_rollover,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SDRT.md,BI_DB_dbo,Function_Revenue_SDRT,main.etoro_kpi_prep.v_revenue_sdrt,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Share_Lending.md,BI_DB_dbo,Function_Revenue_Share_Lending,main.etoro_kpi_prep.v_revenue_share_lending,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_SpotAdjustFee.md,BI_DB_dbo,Function_Revenue_SpotAdjustFee,main.etoro_kpi_prep.v_revenue_spotadjustfee,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_StakingFee.md,BI_DB_dbo,Function_Revenue_StakingFee,main.etoro_kpi_prep.v_revenue_stakingfee,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFee.md,BI_DB_dbo,Function_Revenue_TicketFee,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TicketFeeByPercent.md,BI_DB_dbo,Function_Revenue_TicketFeeByPercent,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Total.md,BI_DB_dbo,Function_Revenue_Total,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Fees_Breakdown.md,BI_DB_dbo,Function_Revenue_Trading_Fees_Breakdown,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_Trading_Instrument_Level.md,BI_DB_dbo,Function_Revenue_Trading_Instrument_Level,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Revenue_TransferCoinFee.md,BI_DB_dbo,Function_Revenue_TransferCoinFee,main.etoro_kpi_prep.v_revenue_transfercoinfee,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Search_Functions.md,BI_DB_dbo,Function_Search_Functions,,none
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume.md,BI_DB_dbo,Function_Trading_Volume,main.etoro_kpi_prep.v_trading_volume_and_amount,fuzzy
knowledge/synapse/Wiki/BI_DB_dbo/Functions/Function_Trading_Volume_PositionLevel.md,BI_DB_dbo,Function_Trading_Volume_PositionLevel,main.etoro_kpi_prep.v_trading_volume_positionlevel,fuzzy
knowledge/synapse/Wiki/EXW_dbo/Functions/RemovePrefix.md,EXW_dbo,RemovePrefix,,none
knowledge/synapse/Wiki/EXW_dbo/Functions/RemoveSuffix.md,EXW_dbo,RemoveSuffix,,none
