schema,table,column,ordinal,current_len,current_rich,is_trivial,bucket,action,reason,wiki_path,wiki_len,wiki_rich,best_sibling_path,best_sibling_len,best_sibling_rich,current_comment,wiki_cell,best_sibling_cell
pii_data,aml_snapshotcustomer_enriched_v,CID,0,125,0,False,MEDIUM_HAS_RICHER,converge_sibling,medium; sibling r=5 > uc r=0,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_US_Citizens_Under_Non_US_Regulation.md,142,5,Customer ID - platform-internal primary key. Assigned at registration. Universal customer identifier across all eToro tables.,,"Customer ID — platform-internal primary key. COALESCE(POB.RealCID, TIN.RealCID). From Dim_Customer.RealCID. (Tier 1 — Customer.CustomerStatic)"
pii_data,aml_snapshotcustomer_enriched_v,FirstName,1,153,1,False,RICH_OK,leave_alone,len=153 r=1,,0,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Manager.md,207,2,"Legal first name in Unicode. nvarchar supports non-Latin scripts (Cyrillic, Arabic, etc.). Used in LinkedAccountHash1. (Tier 1 - Customer.CustomerStatic)",,"Staff member's first name. Combined with LastName in views and procedures to produce display names (e.g., BackOffice.GetMyCustomers sets [Manager] = FirstName + ' ' + LastName). (Tier 1 — BackOffice.Manager)"
pii_data,aml_snapshotcustomer_enriched_v,MiddleName,2,122,1,False,MEDIUM_OK,leave_alone,medium; no clear win uc r=1,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_PlayerStatus_Changes.md,133,1,Middle name in Unicode. Added 2018. Included in CustomerVersionUpdate history tracking. (Tier 1 - Customer.CustomerStatic),,Middle name in Unicode. Added to Dim_Customer in 2018. Reflects current value at ETL rebuild date. (Tier 1 — Customer.CustomerStatic)
pii_data,aml_snapshotcustomer_enriched_v,LastName,3,90,1,False,MEDIUM_OK,leave_alone,medium; no clear win uc r=1,,0,0,knowledge/synapse/Wiki/DWH_dbo/Tables/Dim_Manager.md,182,2,Legal last name in Unicode. Used in LinkedAccountHash1. (Tier 1 - Customer.CustomerStatic),,"Staff member's last name. Combined with FirstName for display. LastName='*' indicates a functional/shared account (e.g., the generic 'support' account). (Tier 1 — BackOffice.Manager)"
pii_data,aml_snapshotcustomer_enriched_v,BirthDate,4,138,1,False,MEDIUM_OK,leave_alone,medium; no clear win uc r=1,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_KYC_DOBover85.md,129,2,Customer date of birth. Used in LinkedAccountHash1 for duplicate detection and in KYC age verification. (Tier 1 - Customer.CustomerStatic),,Customer date of birth. Used in KYC age verification. CAST to DATE from Dim_Customer.BirthDate. (Tier 1 -Customer.CustomerStatic)
pii_data,aml_snapshotcustomer_enriched_v,Gender,5,155,1,False,RICH_OK,leave_alone,len=155 r=1,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_AML_SAR_Report_FCA.md,196,4,"Gender: M, F, or U (Unknown). CHECK constraint CCST_GENDER enforces these three values only. Used in LinkedAccountHash1. (Tier 1 - Customer.CustomerStatic)",,"Gender expanded to full word: 'Female' (source='F'), 'Male' (source='M'), 'Unknown' (source='U' or other). DWH note: Dim_Customer stores single-char 'M'/'F'/'U'. (Tier 1 — Customer.CustomerStatic)"
pii_data,aml_snapshotcustomer_enriched_v,Address,6,61,1,False,WEAK_TRIVIAL_HAS_RICHER,converge_sibling,short; sibling Hourly_WalletAllocations.md 352ch r=2,,0,0,knowledge/synapse/Wiki/EXW_dbo/Tables/Hourly_WalletAllocations.md,352,2,Street address in Unicode. (Tier 1 - Customer.CustomerStatic),,"Blockchain public address associated with this wallet. Users send/receive crypto at this address. Format varies by blockchain: BTC starts with 1/3/bc1, ETH starts with 0x, SOL is base58. Aliased from Wallet.WalletPool.PublicAddress. May be NULL during initial creation before address generation completes. (Tier 3 — WalletDB.Wallet.CustomerWalletsView)"
pii_data,aml_snapshotcustomer_enriched_v,BuildingNumber,7,115,1,False,MEDIUM_OK,leave_alone,medium; no clear win uc r=1,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_Monthly_InterestPayment_Dashboard.md,169,1,Building/apartment number. Separate from Address for structured address storage. (Tier 1 - Customer.CustomerStatic),,Building/apartment number. Separate from Address for structured address storage. MASKED WITH default(). Passthrough from Dim_Customer. (Tier 1 — Customer.CustomerStatic)
pii_data,aml_snapshotcustomer_enriched_v,City,8,51,1,False,WEAK_TRIVIAL_HAS_RICHER,converge_sibling,short; sibling V_Fact_SnapshotCustomer_FromDateID_Masked.md 263ch r=2,,0,0,knowledge/synapse/Wiki/DWH_dbo/Views/V_Fact_SnapshotCustomer_FromDateID_Masked.md,263,2,City in Unicode. (Tier 1 - Customer.CustomerStatic),,Passthrough from Fact_SnapshotCustomer.City in masked UC export (same semantics as base table wiki). Customer city. PII: dynamically masked at DDL level. GDPR erasure supported. Source: Ext_FSC_Real_Customer_Customer.City (CC). (Tier 2 - SP_Fact_SnapshotCustomer)
pii_data,aml_snapshotcustomer_enriched_v,Regulation,9,298,2,False,RICH_OK,leave_alone,len=298 r=2,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_EY_Audit_Automation_UnrealizedCommissions_PerRegulation.md,380,5,"Same as Name: Short code for the regulation. Used in V_Dim_Customer and analytics dashboards. Values match production Dictionary.Regulation.Name. (Tier 1 - upstream wiki, Dictionary.Regulation). (Propagated from main.dwh.gold_sql_dp_prod_we_dwh_dbo_dim_regulation, rename chain: Name -> Regulation)",,"Short code for the regulation. Used in V_Dim_Customer and analytics dashboards. Values match production Dictionary.Regulation.Name. 12 distinct values: CySEC, FCA, FSA Seychelles, ASIC & GAML, FSRA, FinCEN+FINRA, BVI, ASIC, FinCEN, eToroUS, None, NFA. Resolved via JOIN Dim_Regulation dr1 ON fsc.RegulationID = dr1.DWHRegulationID; SELECT dr1.Name. (Tier 1 -Dictionary.Regulation)"
pii_data,aml_snapshotcustomer_enriched_v,DesignatedRegulation,10,71,0,False,WEAK_TRIVIAL_HAS_RICHER,converge_sibling,short; sibling BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport.md 214ch r=4,,0,0,knowledge/synapse/Wiki/BI_DB_dbo/Tables/BI_DB_OPS_MastersAndSubAccounts_AlignmentMonitoringReport.md,214,4,"Short code for a regulation, used in customer and analytics dashboards.",,Short code for the designated regulation. Values match production Dictionary.Regulation.Name. Dim-lookup passthrough from Dim_Regulation.Name via Dim_Customer.DesignatedRegulationID. (Tier 1 -Dictionary.Regulation)
