idx,source_file,uc_table,uc_column,status,error
1,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,PositionsTime,OK,
2,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,HedgeServerID,OK,
3,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,InstrumentID,OK,
4,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,InstrumentName,OK,
5,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,InstrumentType,OK,
6,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,IsBuy,OK,
7,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,Leverage,OK,
8,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,Regulation,OK,
9,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,Region,OK,
10,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,Bid,OK,
11,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,Ask,OK,
12,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,ConversionRate,OK,
13,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP,OK,
14,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+1%,OK,
15,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+2%,OK,
16,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+3%,OK,
17,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+4%,OK,
18,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+5%,OK,
19,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+6%,OK,
20,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+7%,OK,
21,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+8%,OK,
22,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+9%,OK,
23,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+10%,OK,
24,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+15%,OK,
25,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+20%,OK,
26,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+25%,OK,
27,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+30%,OK,
28,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+40%,OK,
29,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+50%,OK,
30,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+60%,OK,
31,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+70%,OK,
32,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+80%,OK,
33,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+90%,OK,
34,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+100%,OK,
35,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+200%,OK,
36,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+300%,OK,
37,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+400%,OK,
38,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP+900%,OK,
39,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP-1%,OK,
40,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP-2%,OK,
41,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP-3%,OK,
42,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP-4%,OK,
43,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP-5%,OK,
44,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP-6%,OK,
45,knowledge/synapse/Wiki/Dealing_dbo/Tables/Dealing_RiskMatrix_V2.alter.sql,main.dealing.gold_sql_dp_prod_we_dealing_dbo_dealing_riskmatrix_v2,UnitsNOP-7%,OK,
