column_name,occurrence_count,distinct_tables
resp_error,6,6
FeemsProfileName,6,6
Local_Currency_Name,6,6
EmailVerifiedDate,6,6
PnL_etoro_2,6,6
Desk__c,6,6
EndMarketRate,6,6
CAEventID,6,6
trade_id,6,6
rain_lwe_rate_min,6,6
cloud_cover_perc_max,6,6
resp_num_tokens,6,6
Investment,6,6
UnderlyingConid,6,6
RowVersionIDByPosition,6,6
ProjectedAdoptionRate,6,6
SLA_Breached1stResponse,6,6
PositionType,6,6
error_reason,6,6
GCID__c,6,6
RunId,6,6
AmountInUsd,6,6
Interest_Accrual_Amount_Opening,6,6
Total_Market_Cap.,6,6
snow_lwe_rate_min,6,6
VariableSpread,6,6
Collateral_Value_USD,6,6
TargetSubID,6,6
trade_type,6,6
NOPCryptoCFD,6,6
rejection_reason,6,6
CollateralSubTypeBNY,6,6
OriginalTradeID,6,6
Net_Price,6,6
PnL_etoro_19,6,6
rain_probability,6,6
index_uv_min,6,6
LSD,6,6
Conid,6,6
snow_max,6,6
FirstMirrorPosOpenDate,6,6
KYC11_RN_RN,6,6
CreatedBy,6,6
ice_lwe_rate_avg,6,6
CalculationType,6,6
CallSeq,6,6
CAEventTypeID,6,6
Lender_Earnings,6,6
Suitability_MaxRisk,6,6
priceRateId,6,6
feed_type,6,6
PrevPriceUSDeToro,6,6
Spread,6,6
trial_balance_item,6,6
Rate_Datalend_HTB_Avg,6,6
MirrorRateFromTotalEquity,6,6
Rate_Datalend_Adjusted_Avg,6,6
IsEscalated,6,6
pnl,6,6
FundamentalsSets_Fundamentals_LastUpdated,6,6
StocksIndustryID,6,6
IsUpgrade,6,6
Synthetic_Cash_Balance_Closing,6,6
HS,6,6
illiquid/liquid,6,6
InProcessCashout,6,6
AccountProgram,6,6
Daycount,6,6
PnL_etoro_9,6,6
QuestionText,6,6
review_id,6,6
CommissionOnCloseOrig,6,6
PaymentStatus,6,6
Platform_Broker_Earnings,6,6
OpenPositions,6,6
IsVL3,6,6
customerOpenedInUSD,6,6
Prop_0,6,6
UnitsSell,6,6
Rate_Datalend_Avg,6,6
LastTimeBeingCopied,6,6
count_duplicates,6,6
PnL_etoro_11,6,6
Valid,6,6
accountId,6,6
ProductTypeID,6,6
CallPut,6,6
history,6,6
CloseExposureID,6,6
ExecutingEntityIdentificationCode,6,6
Industry_Group,6,6
Country_of_issuer,6,6
Meetup_DateID,6,6
WithdrawalSummary,6,6
Average_Daily_Volume_Traded,6,6
metrics_costMicros,6,6
PrevBid,6,6
GuruTPV,6,6
Funds,6,6
TransactionTypeId,6,6
LastDepositAmount,6,6
EventPayloadRowData_Entity_Updated,6,6
PriceUSDeToro,6,6
CashoutModeID,6,6
IAS_Account_Name,6,6
CLIENT_TEXT1,6,6
password,6,6
Rebalancing_Price_local,6,6
SecurityQuantityBNY,6,6
CugSourceId,6,6
username_1,6,6
Cashout_Amount,6,6
Cleared,6,6
MaxStopLossPercentage,6,6
Investment_Held_60D,6,6
rateBid,6,6
processed,6,6
TotalRealCrypto,6,6
event_name,6,6
SecurityDescriptionBNY,6,6
transactiontype,6,6
DateKey,6,6
TotalDeposits,6,6
BlockchainFee,6,6
aud_balance,6,6
NOP_HTB_10,6,6
ApplicationIdentifier,6,6
PriceTriggeredBy,6,6
Report_Run_Date,6,6
entity_name,6,6
NOP_ETB_3,6,6
USD_NOP,6,6
Customer,6,6
CalculatedCloseMarkupOnOpen,6,6
SettleCurrencyBNY,6,6
SentTime,6,6
QuantityPerPosBNY,6,6
sub_reason,6,6
CollSecurityIdBNY,6,6
LoanTICKER,6,6
AccountInActive,6,6
PnL_etoro_1,6,6
metrics_clicks,6,6
solar_irradiance_max,6,6
ConversionId,6,6
Extended_Account,6,6
PnL_etoro_23,6,6
Reality-Supposed,6,6
NOP_ETB_10,6,6
UnitsBuy,6,6
Run_Identification,6,6
step_index,6,6
ContactDatePlus30,6,6
SenderLocationID,6,6
Market,6,6
conversionRateBid,6,6
wind_direction_predominant,6,6
Rebalancing_Activity,6,6
occupation,6,6
RequestID,6,6
InstrumentDisplayName_dash,6,6
Rebalancing_Date,6,6
RequirementID,6,6
Gross_Alpha_Inflow_Amount,6,6
Position_Numerator,6,6
Threshold_BP,6,6
InitialInvestment,6,6
exposureBuyInUSD,6,6
Financing_Notional,6,6
is_latest_date,6,6
SplitRatio,6,6
MoneyOut,6,6
isSettled,6,6
NettingTriggeredBy,6,6
Booking_Time,6,6
DaysInClub,6,6
snow_liquid_ratio_accuweather_min,6,6
current_NOP_long,6,6
req_num_tokens,6,6
Interest_Accrual_Amount_Closing,6,6
HolderCurrency,6,6
PnL_etoro_30,6,6
SecurityMarketPriceBNY,6,6
snow_avg,6,6
file_hash,6,6
PnL_etoro_18,6,6
TransactionLocalTime,6,6
eToroTradingGroupUser,6,6
UnrealisedValueAccount,6,6
SubCategory,6,6
Div__PV_Factor,6,6
errcode,6,6
visibility_avg,6,6
active,6,6
accountOpenedBuyUnits,6,6
ListingExchange,6,6
metastore_id,6,6
IsAlpha,6,6
kafka_timestamp,6,6
CollateralValueUSD,6,6
Max_Contact_Date,6,6
_c7,6,6
SLA_Score__c,6,6
PreviousStopRate,6,6
exposureBuyUnits,6,6
AccountActive,6,6
TV_Uni_Ccy_Product,6,6
silver_insert_date,6,6
IsRefundExcluded,6,6
row_count,6,6
Meetup_Date,6,6
BinCodeAsString,6,6
r,6,6
Sector,6,6
PnL_etoro_27,6,6
Amount_local,6,6
OverviewStatusID,6,6
v,6,6
eToroSendingTimeToLP,6,6
settled_date,6,6
experiment_id,6,6
PnL_etoro_22,6,6
IAS_Account_Number,6,6
Slippage,6,6
accountOpenedInUSD,6,6
Project,6,6
funnel_id,6,6
PnL_etoro_29,6,6
ProviderReportID,6,6
PreviousRiskUpdateDate,6,6
KYC11_PI,6,6
totalExposureUnits,6,6
hedge_server,6,6
EmployeeAccount,6,6
Issuer_Description,6,6
Synthetic_Cash_Balance_Opening,6,6
UnrealizedCommissionChange,6,6
PnL_etoro_7,6,6
ClientIp,6,6
ClosingPrice,6,6
SubCloseTypeID,6,6
MarketValueBaseCurrencyBNY,6,6
country_of_citizenship,6,6
IsC2P,6,6
PnL_etoro_20,6,6
PnL,6,6
PnL_etoro_15,6,6
KYC10_PI,6,6
FundamentalsSets_AsOfDate,6,6
rain_lwe_rate_max,6,6
Report_Run_Time,6,6
details,6,6
LoansBNY,6,6
SocialConnectID,6,6
SecuritiesFinancingTransactionIndicator,6,6
PlayerLevel,6,6
ActualTradeDate,6,6
Qty,6,6
securityVersion,6,6
Interest_rate,6,6
ice_lwe_rate_max,6,6
PrevPriceDate,6,6
Suitability_CLIENTRISKLEVEL,6,6
ExecutionProviderID,6,6
Strategy,6,6
LoanPriceCalc,6,6
PnL_etoro_26,6,6
MarketValue,6,6
Free_Float_Market_Cap.,6,6
RN_NumOfActiveCopiersTotal,5,5
OrderSentToDealingTime,5,5
Text_Id,5,5
TotalLong,5,5
exchange_id,5,5
ActualAuthorizationId,5,5
catalog_id,5,5
fhss_status,5,5
agent_success,5,5
EvMatchStatusName,5,5
BrokerFeesAccrualsComponentShort,5,5
_c1,5,5
is_eoy,5,5
RedeemStatusID,5,5
Copy_Or_Manual,5,5
BondInterestAccrualsComponentLong,5,5
src,5,5
DollarSlippage,5,5
Counter_Asset_Name,5,5
BondsLong,5,5
review_consumer_user_id,5,5
RevenueMetricCategoryID,5,5
LPExecutionSendingTime,5,5
d,5,5
SevenDayRetained,5,5
Balance_Date,5,5
stocks,5,5
enabled,5,5
TotalLiability,5,5
reference_id,5,5
Unique_CID_Hold_CFD,5,5
CommoditiesShort,5,5
IPOSubscription,5,5
Collateral_%,5,5
catalog_name,5,5
ProviderCurrencyBalanceID,5,5
BinCountry,5,5
StatusType,5,5
LastDemoLoggedIn,5,5
Follow5UsersDate,5,5
video_id,5,5
Min_BankruptcyRate,5,5
FirstContactAttemptDate,5,5
verification_level,5,5
DateTime_Reg,5,5
ts,5,5
CustomerName,5,5
user_total_money_invested_log1p,5,5
PhoneVerifiedDate,5,5
_c10,5,5
Merchant,5,5
RegCountryByIP,5,5
ExecTime,5,5
BondInterestAccrualsComponentShort,5,5
delete_time,5,5
ContactId,5,5
segment,5,5
InterestRateID,5,5
RejectReason,5,5
POI_ResponseDateTime,5,5
ExecutionType,5,5
conversation_id,5,5
domain_url,5,5
CashShort,5,5
UnknownOpenMintues,5,5
FirstDepositFundingType,5,5
verificationlevel,5,5
TxLabel,5,5
Sender,5,5
ClientSendTime,5,5
BondsShort,5,5
Std_BankruptcyRate,5,5
is_eom,5,5
PreviousIsSettled,5,5
DateTime_VL0,5,5
BuyTax,5,5
EventPayloadRowData_IsBuy,5,5
CfdUnrealizedPl,5,5
CFD_Real,5,5
alert_id,5,5
POI_HasOnlyDeclines,5,5
NonLeveragedBuyEndOfWeekFee,5,5
CallSummary,5,5
_c14,5,5
LastCardStatus,5,5
ConversionPriceRateID,5,5
BankAccountIBAN,5,5
Bonds,5,5
ForexCfdUnrealizedPl,5,5
UniqueClicks,5,5
CurrencyBalanceID,5,5
NumberOfUsersFollowed,5,5
MasterAccountCID,5,5
total_token_count,5,5
IMOrderSendingTime,5,5
FTDdate,5,5
WithdrawTypeID,5,5
LastCashierLogin,5,5
MessageReasonCode,5,5
POA_HasOnlyDeclines,5,5
CountOpen,5,5
CertifiedGuru,5,5
FTD_Date,5,5
FirstCampaignID,5,5
ACC_TotalCashouts,5,5
eqyDvdYldNet12M,5,5
Unique_CID_Hold_Real,5,5
p_val,5,5
StockOrders,5,5
Crypto,5,5
US_StartTime,5,5
relative_path,5,5
BrokerInterestAccrualsComponentLong,5,5
_c11,5,5
_c19,5,5
DBName,5,5
PositionPnLStocksMargin,5,5
HistoryID,5,5
NotesShort,5,5
eqyDvdYldInd,5,5
MIMOPlatform,5,5
ExecutionSystem,5,5
ExecutedQuantity,5,5
KycModeID,5,5
TradeDescription,5,5
InterchangeFeeAmount,5,5
SubRole,5,5
funnel_end_time,5,5
SerialNumber,5,5
FDICInsuredBankSweepAccountCashComponentLong,5,5
FirstCampaignDate,5,5
MIDValue,5,5
Max_BankruptcyRate,5,5
SettlementCurrency,5,5
TeamID,5,5
Blocked,5,5
CashLong,5,5
ADM_DATE,5,5
CardInputMode,5,5
InterchangeFeeCurrency,5,5
settleDt,5,5
lastUpdateDtExchTz,5,5
pxMid,5,5
pxNasdaqClose,5,5
DRStatusID,5,5
DDMinutes_VL0toVL3,5,5
UserId,5,5
PaymentDetailsID,5,5
compensation_date,5,5
item,5,5
is_business_day,5,5
TaskSubtype,5,5
FundsShort,5,5
F0FeeCode,5,5
Asset_Name,5,5
friend_total_money_invested_clipped,5,5
DLT_Quantity,5,5
NumberOfCompensations1,5,5
OrigIdentifier,5,5
Equity_1m_after,5,5
pxLow,5,5
POI_UploadDateTime,5,5
DDMinutes_VL2toVL3,5,5
max_step_reached,5,5
OptionsLong,5,5
conversion_ftd,5,5
entity,5,5
Source__c,5,5
firstname,5,5
LeveragedBuyOverNightFee,5,5
ClusterDynamic,5,5
IsAirDropBefore,5,5
DividendAccrualsLong,5,5
BrokerFeesAccrualsComponent,5,5
endpoint_name,5,5
interactions,5,5
FilterAccuraccy,5,5
AccountNo,5,5
TotalCommission,5,5
AccountRateSourceID,5,5
subtype2,5,5
IsIBANQuickTransfer,5,5
PhoneVerifiedName,5,5
RequestedIsBuy,5,5
pricingSource,5,5
NumRecords,5,5
ProviderBankAccountId,5,5
FirstToSevenDayRetained,5,5
gap_down,5,5
AdminFee,5,5
FirstMenualPosOpenDate,5,5
l,5,5
is_last_business_date_of_month,5,5
TransferCoins,5,5
LastNewFundedDate,5,5
AppVersion,5,5
enddate,5,5
WeekendPips,5,5
pxVolume,5,5
OperationTypeID,5,5
FirstTimeSocialConnect,5,5
isbuy,5,5
source_of_review,5,5
MerchantPostcode,5,5
Dividend,5,5
MarketRange,5,5
Survey__c,5,5
LiquidityProviderName,5,5
SecurityTypeCode,5,5
EIDStatusID,5,5
DividendAccrualsShort,5,5
CfdUnrealizedPlShort,5,5
FirstTimeUser,5,5
_c21,5,5
FrozenAmount,5,5
DepositWithdrawID,5,5
SellOverNightFee,5,5
buycurrencyid,5,5
user_time_from_regist_clipped,5,5
Date_,5,5
eToroRate,5,5
POA_UploadDateTime,5,5
compensation_amount_usd,5,5
RevenueMetricCategory,5,5
CountryGroupID,5,5
PLChangeType,5,5
_c15,5,5
SiRefreshRateSec,5,5
SettlementFlag,5,5
Utilization_Datalend,5,5
exchange_rate,5,5
InterestAccrualsShort,5,5
CustomerSegmentID,5,5
FTD_EOM,5,5
BuyOverNightFee,5,5
eqyDvdYld12M,5,5
eqyFloat,5,5
InProcessCashouts,5,5
EventPayloadRowData_InstrumentID,5,5
updated,5,5
LongOpenPositions,5,5
Comparison,5,5
UniqueOpen,5,5
DataType,5,5
PEPStatusID,5,5
error_type,5,5
step_time,5,5
UpdateNetting,5,5
SLBCashCollateralLong,5,5
is_last_business_date_of_year,5,5
CreatedDateTime,5,5
FirstTimeFunded,5,5
InterestAccrualsLong,5,5
From_Address,5,5
LastContactDate_ByPhone,5,5
OperationMode,5,5
ExecutedPrice,5,5
InAppOpenMintues,5,5
MetadataID,5,5
StandardDeviation,5,5
Update_Datetime,5,5
isactive,5,5
NotificationId,5,5
ExecutionFactor,5,5
body,5,5
LiquidityLotSize,5,5
hidden,5,5
metrics_collected_date,5,5
ticket_number,5,5
rank,5,5
nova_idv_verification_status,5,5
PEPCreatedTime,5,5
turnover,5,5
CashoutTypeID,5,5
SLBDirectSecuritiesBorrowedShort,5,5
company_response_author,5,5
Payment,5,5
FirstToThirtyDayRetained,5,5
ChannelId,5,5
symbolfull,5,5
friend_diff_minutes_v2_to_100,5,5
metrics_videoViews,5,5
SendStatusID,5,5
_c8,5,5
idBbSecNumSrc,5,5
IsCompleted,5,5
ProcessCurrencyID,5,5
FirstDepositAttemptProcessor,5,5
payload,5,5
Rebate_Asset_Name,5,5
body_push_id,5,5
Score__c,5,5
NonLeveragedSellEndOfWeekFee,5,5
Job_ID,5,5
DocumentRequired,5,5
ShortOpenPositions,5,5
InitialAmount,5,5
POI_CountDeclines,5,5
FirstCampaignAmount,5,5
LastDemoPosOpenDate,5,5
UnderlyingCusip,5,5
PaymentId,5,5
CardID,5,5
FDICInsuredAccountInterestAccrualsComponentShort,5,5
Count_Open_Positions_Real,5,5
TickCount,5,5
FirstEngagementDate,5,5
referrer,5,5
a,5,5
pxAsk,5,5
AccountTypeName,5,5
PreviousAmountInUnits,5,5
UnrealizedPnLChange,5,5
Club_Level__c,5,5
vendor,5,5
ClientClickArrivalToBETime,5,5
field_name,5,5
FrequencyID,5,5
CountSend,5,5
InstrumentISINCode,5,5
PhysicalDeliveryLong,5,5
BrokerCashComponentLong,5,5
review_stars,5,5
FromHedgeServerID,5,5
Unique_CID_Hold,5,5
FirstDateRetained,5,5
IsSales,5,5
error_category,5,5
sku_name,5,5
SLBDirectSecuritiesLentLong,5,5
eToro_Quantity,5,5
highDt52Week,5,5
MinimumSpread,5,5
real_or_cfd,5,5
IPOSubscriptionLong,5,5
entity_type,5,5
street,5,5
OriginatorName,5,5
ad,5,5
EventPayloadRowData_HedgeServerID,5,5
PositionId,5,5
Rank,5,5
_c13,5,5
is_latest_business_date,5,5
pxHigh,5,5
IsVL0,5,5
AuthorizationType,5,5
ClientClosePositionTime,5,5
SellEOWFee,5,5
SL_OR_TP_TriggerRate,5,5
_c2,5,5
HourNopPnl,5,5
FirstLeadDate,5,5
funnel_completed,5,5
BrokerFeesAccrualsComponentLong,5,5
Invested_Amount_USD_Real,5,5
club_tier,5,5
CloseRate,5,5
IMPrice,5,5
countries,5,5
CycleFileId,5,5
total_active_users,5,5
isPassedPEP,5,5
ProviderDesc,5,5
POA_SLAMinutes,5,5
POA_CountDeclines,5,5
US_ScreeningStatus,5,5
zipcode,5,5
Sentiment_Classification,5,5
FirstContactDate,5,5
SmsEur,5,5
USD_CR,5,5
m,5,5
stars,5,5
FirstContactDate_ByPhone,5,5
is_last_business_date_of_week,5,5
ResponseMessageAsString,5,5
ReconciliationDate,5,5
BrokerInterestAccrualsComponentShort,5,5
DVP,5,5
is_current_phone_number_verified,5,5
pxFixing,5,5
Short,5,5
Entry_Or_Exit_RateOrderTriggerTime,5,5
Refund,5,5
AmountOrigCurrency,5,5
UsdValue,5,5
review_title,5,5
IsCryptoToFiat,5,5
RejectionReason,5,5
Last_Update,5,5
category_1,5,5
Invested_Amount_USD_CFD,5,5
TransactionReferenceNumber,5,5
groupNameStatic,5,5
TimeID,5,5
SocialConnect,5,5
FirstDepositAttemptAmount,5,5
IsFractional,5,5
voyager_product_created_at_date,5,5
compositeExchCode,5,5
FirstDepositProcessor,5,5
instruments,5,5
NonLeveragedBuyOverNightFee,5,5
FirstCashierLogin,5,5
eToro_Value,5,5
TradingFees,5,5
curMktCap,5,5
ACC_TotalDeposits,5,5
PotentialDesk,5,5
TOBPrice,5,5
FullTokenName,5,5
POA_ResponseDateTime,5,5
HasPic,5,5
EOM_Club,5,5
CommissionsOnOpen,5,5
RequestedBy,5,5
funnel_instance,5,5
Mean_BankruptcyRate,5,5
LeveragedBuyEndOfWeekFee,5,5
IsFirstCluster,5,5
BinCountryIDAsInteger,5,5
StatusCode,5,5
review_content,5,5
low52Week,5,5
PaymentAsk,5,5
DESCRIPTION,5,5
ClusterSF,5,5
Club_Level_on_Creation__c,5,5
ClientOpenPositionTime,5,5
TransactionCodeQualifier,5,5
PlatformId,5,5
Buy_OR_Sell,5,5
StockShort,5,5
BrokerInterestAccrualsComponent,5,5
SoftDollarsLong,5,5
pxBid,5,5
LastContactAttemptDate_ByPhone,5,5
POA_IsResponseAutomatic,5,5
IsLeveraged,5,5
gc,5,5
genie_space_name,5,5
LeveragedSellOverNightFee,5,5
SpotAdjustFee,5,5
text,5,5
SLBDirectSecuritiesBorrowed,5,5
L/S,5,5
IsMajorID,5,5
Security_Short_Description,5,5
FilledAmount,5,5
FirstAuthorizationDate,5,5
CommissionsOnClose,5,5
RealizedEquity_club,5,5
log_last_status,5,5
Lib,5,5
DeltaPnl_Long,5,5
Minute,5,5
FirstDemoLoggedIn,5,5
path,5,5
pxLast,5,5
SizeMB,5,5
FirstDepositAttemptFundingType,5,5
FX,5,5
SoftDollarsShort,5,5
SettlementStyle,5,5
keyword,5,5
DateTime_FTD,5,5
experiment_name,5,5
funnel_start_time,5,5
CashBalance,5,5
FundsLong,5,5
NotesLong,5,5
Flag__c,5,5
is_ca_verified,5,5
CountTransactions,5,5
EndForex_BidSpreaded,5,5
lastname,5,5
agent_name,5,5
ToHedgeServerID,5,5
Manual_Or_SL_TP,5,5
FailID,5,5
FirstDepositAmountExtended,5,5
OptionType,5,5
is_eoq,5,5
AmountinUSD,5,5
BankNameAsString,5,5
VendorPOA,5,5
FirstDemoPosOpenDate,5,5
_c5,5,5
FeesIncludedInPrice,5,5
ValueFactor,5,5
Total_NOP,5,5
positionid,5,5
tx_hash,5,5
CheckName,5,5
eToroTOBExecutionTime,5,5
V2,5,5
business_unit_id,5,5
isdiscounted,5,5
nova_idv_background_sources_passed,5,5
RestrictionStatusReasonID,5,5
FirstStocksOpenDate,5,5
PlanStatusID,5,5
ClientDeviceId,5,5
FiatId,5,5
Device,5,5
LastDemoMirrorRegistrationDate,5,5
location,5,5
SL_OR_TP_TriggerTime,5,5
Fineness,5,5
TotalShort,5,5
Synopsis,5,5
LastContactAttemptDate,5,5
ReferringCID,5,5
BankAccountStatus,5,5
LotCount,5,5
CfdUnrealizedPlLong,5,5
benefit_name,5,5
ProviderUnits,5,5
FirstActionDate,5,5
lowDt52Week,5,5
PresentationCode,5,5
is_eow,5,5
FDICInsuredAccountInterestAccrualsComponentLong,5,5
zip,5,5
LastMenualPosOpenDate,5,5
Transaction_Date,5,5
InterchangeRateDesignator,5,5
EventPayloadRowData_Orderstate,5,5
Reporting_Currency_Code,5,5
exchMktGrp,5,5
MerchantCity,5,5
SLBCashCollateral,5,5
_c20,5,5
button_text_1,5,5
job_name,5,5
gap_up,5,5
Period,5,5
Exchange_Rate,5,5
c,5,5
DateTime_VL3,5,5
PhysicalDeliveryShort,5,5
BusinessFormatCode,5,5
user_type,5,5
ClientWithdrawReasonID,5,5
ReaL_CFD,5,5
GroupName,5,5
DLTClose,5,5
FDID,5,5
LastUpdated,5,5
BrokerCashComponentShort,5,5
errorcode,5,5
Market_Value,5,5
pxOpen,5,5
eqyBeta,5,5
PageViewedMinutes,5,5
usercountry,5,5
PushOpenMintues,5,5
DateId,5,5
AirdropStatusID,5,5
FunctionCode,5,5
IsFeeDividend,5,5
PEPStatusUpdatedDate,5,5
is_nova_idv_verified,5,5
CategoryID,5,5
ReferredCID,5,5
DeltaPnl_Short,5,5
ConditionID,5,5
OpenPrice,5,5
PaymentBid,5,5
OptionsShort,5,5
month_year,5,5
SRAdjusted,5,5
PaymentSchemeId,5,5
Stock,5,5
CFD_Status,5,5
AccumulatedAmount,5,5
POA_IsApproved,5,5
keywords,5,5
Delivered,5,5
OrigStatus,5,5
CircuitBreakerLimit,5,5
NettingExecTime,5,5
NumberOfPositions,5,5
cluster_id,5,5
ForexCfdUnrealizedPlLong,5,5
Count_Open_Positions,5,5
TypeId,5,5
amountusd,5,5
PopularInvestor,5,5
InterchangeFeeDirection,5,5
FeedUnBlocked,5,5
ForexCfdUnrealizedPlShort,5,5
MarketingRegionID,5,5
activity_type,5,5
MerchantAddress,5,5
HedgeOrderType,5,5
SLBDirectSecuritiesBorrowedLong,5,5
review_language,5,5
WebOpenMintues,5,5
NonLeveragedSellOverNightFee,5,5
user_total_money_invested_clipped,5,5
actiontype,5,5
POI_IsResponseAutomatic,5,5
friend_total_money_invested_log1p,5,5
total_cost_usd,5,5
lower_concat_reference_id,5,5
DateAdded,5,5
options,5,5
NettingNotificationTime,5,5
ApproprietnessScore_Status,5,5
SellTax,5,5
address,5,5
DDMinutes_VL0toVL1,5,5
Is_PI,5,5
metrics_conversions,5,5
EventTypeID,5,5
Portfolio_Risk_Level,5,5
CustomerRequirementOverviewStatusID,5,5
middle_name,5,5
InterestAccruals,5,5
timezone,5,5
SLBCashCollateralShort,5,5
LastDemoMirrorPosOpenDate,5,5
Count_Open_Positions_CFD,5,5
SLBDirectSecuritiesLentShort,5,5
RiskClassificationParameterID,5,5
POI_SLAMinutes,5,5
BlockchainTransactionId,5,5
DividendAccruals,5,5
funnel_type,5,5
OriginatorId,5,5
AssetTypeName,5,5
_c6,5,5
sellcurrencyid,5,5
FxFeeCode,5,5
conversion_registration,5,5
SentToProviderLimitPrice,5,5
FirstContactAttemptDate_ByPhone,5,5
BondInterestAccrualsComponent,5,5
PreviousRiskScore,5,5
industry,5,5
AccountProgramID,5,5
PIPsCalculation,5,5
_c12,5,5
BrokerCashComponent,5,5
CardholderAuthenticationMethod,5,5
MoneyFarmBalance,5,5
high52Week,5,5
change,5,5
ContractName,5,5
UpdateDateIDSF,5,5
HedgeStartTime,5,5
recommendation_type,5,5
Depot,5,5
FDICInsuredBankSweepAccountCashComponentShort,5,5
CFKey,5,5
IsSFCluster,5,5
IPOSubscriptionShort,5,5
LastModified,5,5
PhysicalDelivery,5,5
Regulation_on_Creation__c,5,5
rt,5,5
unit_balance,5,5
IsLastCluster,5,5
AcquirerReferenceNumber,5,5
FirstInstallDate,5,5
Timezone,5,5
webshop_name,5,5
RevenueMetricID,5,5
POI_IsApproved,5,5
_c4,5,5
post_id,5,5
startdate,5,5
Question,5,5
review_username,5,5
GapQuantity,5,5
StockLong,5,5
RecordDate,5,5
super_join_type,5,5
BuyEOWFee,5,5
AmountUsd,5,5
DLT_value,5,5
deeplink,5,5
dob,5,5
subject,5,5
PriceRateID_Of_ClientViewRate,5,5
OpenCorrelationID,5,5
CommoditiesLong,5,5
log_last_status_desc,5,5
To_Address,5,5
LiquidityLotCost,5,5
FirstDemoMirrorPosOpenDate,5,5
is_last_business_date_of_quarter,5,5
RequestId,5,5
DRDate,5,5
ExternalTransactionID,5,5
Blockchain_Transaction_ID,5,5
is_latest_effective_date,5,5
_c3,5,5
SLBDirectSecuritiesLent,5,5
Options,5,5
CountBounce,5,5
Invested_Amount_USD,5,5
_c9,5,5
entity_classification,5,5
CardTypeID,5,5
FDICInsuredBankSweepAccountCashComponent,5,5
fullname,5,5
component,5,5
g,5,5
Cashouts,5,5
DateTime_VL2,5,5
FirstDemoMirrorRegistrationDate,5,5
object_id,5,5
ReceivedTime,5,5
RestrictionStatusID,5,5
ErrorCodeAsString,5,5
CommodityType,5,5
DeltaRoot,5,5
conversion_v2,5,5
DeltaGain,5,5
Rec_Type,5,5
MaxPositionUnits,5,5
LastEngagementDate,5,5
distinct_id,5,5
SoftDollars,5,5
Rebate_Asset_Code,5,5
EtoroHoldingFeeSpreadFactor,5,5
FDICInsuredAccountInterestAccrualsComponent,5,5
DDMinutes_VL1toVL2,5,5
agent_duration_in_sec,5,5
Commodities,5,5
OccurredOriginal,5,5
company_response,5,5
FirstTick,5,5
NumOfActiveCopiersTotal,5,5
mktCapListed,5,5
CAT_REJECTED_IND,5,5
Date_Start,5,5
IMExecutionReceiveTime,5,5
exchange_date,5,5
DateTime_VL1,5,5
am,5,5
VendorPOI,5,5
lastUpdate,5,5
IsHeader,5,5
LeveragedSellEndOfWeekFee,5,5
FirstWallEngagement,5,5
ACCOUNT,5,5
MirrorDividendID,5,5
isamountsameasdefault_1,4,4
copiersmin_1,4,4
s_tag,4,4
mp_browser_1,4,4
Sum_HC_A_100,4,4
language_code,4,4
car_check_equities_experience,4,4
rollout_id,4,4
signal_strength,4,4
instrument_location,4,4
Reporting_Currency_Name,4,4
Benchmark_Rate%,4,4
number_of_items_shown_string,4,4
nonleveragedbuyendofweekfee,4,4
number_of_available_lessons,4,4
gcid_string,4,4
mp_shredded_items_seen_shredded_hasprivatedata,4,4
downlink,4,4
funnelid_string,4,4
postid_1_2,4,4
IS_BD,4,4
x_experiment_id_blob,4,4
filled_gender,4,4
item_daily_p_l,4,4
div,4,4
requireerror,4,4
positions,4,4
usd_account_balance,4,4
filled_cfd_assessment_question_4_selection,4,4
V0toV1SameMonth,4,4
VL3_EOW,4,4
viewed_market,4,4
fundtypemax,4,4
emailengagementpersona,4,4
card_main_income_source_selection_tab_values,4,4
OtherFeesSecurities,4,4
spreads_option_long_strike_price,4,4
devider,4,4
comparison_items_shown,4,4
card_trading_number_of_times_selection_crypto_tab_values,4,4
positions_count,4,4
depositmode,4,4
main_income_source_other_text,4,4
extinject,4,4
actionfield,4,4
country_by_residence,4,4
filter_asset_type,4,4
x_user_options_account_id,4,4
sleekv,4,4
CmonTradData_CtrctData_PdctClssfctn,4,4
partial_redemption_units_transacted,4,4
MinTakeProfitPercentage,4,4
AccountStatusChangeSource,4,4
calendar_market_events_type,4,4
res_table,4,4
is_how_it_works_card_open,4,4
error_text,4,4
username_field_status_reason,4,4
previous_regulation_,4,4
allowrevolvingdoors,4,4
filter_name,4,4
Phase,4,4
RealizedVmYTD,4,4
WithholdingTaxSecurities,4,4
item_selected,4,4
ismyself,4,4
amount_of_friends_on_etoro,4,4
trending_on_the_feed_searches_prices,4,4
funnelfromid_blob,4,4
cash_available_in_usd_string,4,4
CustodyOut,4,4
Offer_Name__c,4,4
CopyParentCID,4,4
ClientRequestId,4,4
i_form,4,4
res_desc,4,4
isregistereduser_numeric,4,4
trader_copiers_amount,4,4
list_name,4,4
OPTION_STRIKE_PRICE,4,4
TaskName,4,4
net_units_transacted,4,4
z_score_7_final,4,4
LoanUnits,4,4
Event_Type__c,4,4
docebo_v3__UnenrollmentDate__c,4,4
is_options_widget_available,4,4
trader_risk,4,4
abcolsdata,4,4
is_max_instrument,4,4
effectivetype,4,4
